amarelo_direita: .word 12, 13
.byte 0,0,0,0,39,39,39,39,0,0,0,0,
0,0,39,39,39,39,39,39,39,39,0,0,
0,39,39,39,39,39,39,39,39,39,39,0,
39,39,39,255,255,39,39,39,39,255,255,39,
39,39,255,255,255,255,39,39,255,255,255,255,
39,39,255,255,192,192,39,39,255,255,192,192,
39,39,255,255,192,192,39,39,255,255,192,192,
39,39,39,255,255,39,39,39,39,255,255,39,
39,39,39,39,39,39,39,39,39,39,39,39,
39,39,39,39,39,39,39,39,39,39,39,39,
39,39,39,39,39,39,39,39,39,39,39,39,
39,39,39,39,39,39,39,39,39,39,39,39,
39,0,39,39,39,0,0,39,39,39,0,39,


